#the file contains 2 columns and 500 rows. The first column lists the particle IDs (or indices) corresponding to the 500 monomers in the polymer. The second column specifies the type IDs assigned to each monomer.
0,1
1,3
2,7
3,9
4,6
5,3
6,6
7,8
8,9
9,8
10,6
11,6
12,4
13,4
14,6
15,5
16,6
17,6
18,6
19,6
20,7
21,3
22,6
23,4
24,6
25,4
26,6
27,3
28,2
29,5
30,5
31,6
32,3
33,8
34,3
35,7
36,6
37,3
38,4
39,4
40,2
41,5
42,3
43,7
44,4
45,5
46,2
47,3
48,5
49,5
50,4
51,5
52,5
53,6
54,2
55,4
56,6
57,6
58,1
59,4
60,4
61,3
62,6
63,7
64,4
65,8
66,5
67,4
68,4
69,5
70,4
71,8
72,5
73,5
74,4
75,3
76,2
77,6
78,1
79,3
80,5
81,5
82,7
83,6
84,4
85,2
86,5
87,5
88,2
89,6
90,3
91,5
92,5
93,5
94,3
95,6
96,6
97,6
98,6
99,7
100,3
101,6
102,3
103,5
104,4
105,8
106,4
107,5
108,6
109,3
110,1
111,4
112,6
113,5
114,4
115,5
116,5
117,4
118,2
119,4
120,8
121,5
122,4
123,4
124,7
125,5
126,8
127,6
128,3
129,3
130,5
131,6
132,2
133,6
134,3
135,5
136,3
137,6
138,3
139,5
140,6
141,6
142,4
143,3
144,3
145,8
146,5
147,4
148,4
149,5
150,3
151,3
152,8
153,5
154,3
155,3
156,4
157,7
158,5
159,6
160,3
161,3
162,6
163,5
164,4
165,7
166,3
167,5
168,6
169,4
170,4
171,3
172,5
173,6
174,7
175,4
176,6
177,6
178,5
179,4
180,2
181,6
182,3
183,6
184,4
185,4
186,7
187,3
188,3
189,5
190,3
191,3
192,4
193,4
194,5
195,0
196,5
197,5
198,4
199,6
200,2
201,6
202,3
203,4
204,7
205,6
206,3
207,6
208,5
209,5
210,4
211,4
212,4
213,6
214,7
215,4
216,4
217,6
218,2
219,6
220,1
221,4
222,6
223,5
224,7
225,4
226,5
227,4
228,9
229,4
230,2
231,5
232,3
233,3
234,5
235,5
236,8
237,4
238,3
239,5
240,4
241,6
242,4
243,9
244,3
245,6
246,4
247,4
248,7
249,1
250,3
251,6
252,3
253,5
254,2
255,3
256,5
257,4
258,6
259,5
260,4
261,5
262,4
263,4
264,6
265,3
266,1
267,5
268,5
269,5
270,5
271,5
272,4
273,5
274,3
275,5
276,9
277,5
278,5
279,3
280,4
281,2
282,6
283,8
284,3
285,4
286,3
287,3
288,4
289,5
290,5
291,2
292,4
293,4
294,3
295,3
296,6
297,3
298,5
299,5
300,3
301,3
302,4
303,6
304,4
305,3
306,4
307,7
308,5
309,4
310,3
311,3
312,5
313,3
314,4
315,4
316,4
317,3
318,7
319,4
320,3
321,6
322,5
323,5
324,7
325,4
326,3
327,5
328,6
329,3
330,5
331,4
332,4
333,4
334,4
335,3
336,4
337,5
338,3
339,4
340,1
341,6
342,5
343,2
344,6
345,3
346,4
347,4
348,5
349,5
350,3
351,3
352,1
353,6
354,7
355,3
356,3
357,3
358,8
359,4
360,5
361,5
362,3
363,4
364,3
365,6
366,5
367,3
368,5
369,4
370,5
371,8
372,2
373,5
374,3
375,3
376,4
377,6
378,5
379,1
380,2
381,3
382,5
383,3
384,4
385,5
386,3
387,6
388,4
389,5
390,4
391,6
392,1
393,4
394,5
395,3
396,5
397,6
398,3
399,2
400,4
401,3
402,5
403,6
404,3
405,3
406,5
407,4
408,4
409,4
410,2
411,6
412,4
413,7
414,3
415,3
416,3
417,5
418,2
419,5
420,5
421,7
422,3
423,6
424,4
425,5
426,6
427,4
428,3
429,7
430,6
431,3
432,5
433,2
434,4
435,3
436,1
437,6
438,3
439,5
440,5
441,5
442,4
443,6
444,5
445,3
446,7
447,3
448,4
449,3
450,7
451,4
452,3
453,4
454,3
455,4
456,2
457,3
458,4
459,2
460,5
461,6
462,3
463,2
464,6
465,4
466,3
467,3
468,2
469,3
470,1
471,3
472,4
473,5
474,5
475,2
476,4
477,3
478,4
479,5
480,5
481,1
482,3
483,4
484,3
485,5
486,3
487,7
488,3
489,4
490,6
491,3
492,6
493,2
494,1
495,4
496,2
497,3
498,3
499,5
